Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,TAC-MI_126_Proteins,DKO_127N_Proteins,Sham_127C_Proteins,DKO_128N_Proteins,DFC_128C_Proteins,Sham_129N_Proteins,DKO_129C_Proteins,TAC-MI_130N_Proteins,Sham_130C_Proteins,DFC_131N_Proteins,TAC-MI_131C_Proteins,TAC-MI_126_Proteins_norm,DKO_127N_Proteins_norm,Sham_127C_Proteins_norm,DKO_128N_Proteins_norm,DFC_128C_Proteins_norm,Sham_129N_Proteins_norm,DKO_129C_Proteins_norm,TAC-MI_130N_Proteins_norm,Sham_130C_Proteins_norm,DFC_131N_Proteins_norm,TAC-MI_131C_Proteins_norm,TAC-MI_126_Proteins_norm_log2,DKO_127N_Proteins_norm_log2,Sham_127C_Proteins_norm_log2,DKO_128N_Proteins_norm_log2,DFC_128C_Proteins_norm_log2,Sham_129N_Proteins_norm_log2,DKO_129C_Proteins_norm_log2,TAC-MI_130N_Proteins_norm_log2,Sham_130C_Proteins_norm_log2,DFC_131N_Proteins_norm_log2,TAC-MI_131C_Proteins_norm_log2,A,DKOvsDFC_Log2FC,TACMIvsSham_Log2FC,DKOvsTACMI_Log2FC,DFCvsSham_Log2FC,DKOvsDFC_t,TACMIvsSham_t,DKOvsTACMI_t,DFCvsSham_t,DKOvsDFC_p_value,TACMIvsSham_p_value,DKOvsTACMI_p_value,DFCvsSham_p_value,F,F.p.value,DKOvsDFC_significant,TACMIvsSham_significant,DKOvsTACMI_significant,DFCvsSham_significant
"28S ribosomal protein S34, mitochondrial",Mrps34,Q9JIK9,"28S ribosomal protein S34, mitochondrial OS=Mus musculus GN=Mrps34 PE=1 SV=1",79044,Mrps34,ENSMUSG00000038880.13,True,True,False,45,9,20,9,9,17,,0,,597.6,753.5,527.8,473.2,649.7,438.5,559.8,570.8,521.1,725.1,586.7,610.9505868865423,668.2486974944255,581.15555622982,577.2992902416755,567.1273319597556,518.3417272592459,553.2083282939752,541.827075644079,579.1293420893612,600.790144888058,585.0934326561519,0.07720751864635567,0.2065369381794664,0.0050761950495559205,-0.004528730656057078,-0.0301754955094804,-0.15994464485078197,-0.06602530653269412,-0.0960156940232526,3.741178522354005e-05,0.0530129653890441,0.01481884252261878,9.17770437206187,0.0339088987237943,0.05028056838724201,0.0466574112816662,0.0630290809451139,0.356529084284233,0.5910666606127181,0.548475110040443,0.662708060668144,0.7292990610842142,0.568383595475241,0.596121697828058,0.523397996442849,0.44284097568911207,0.7278767746942321,0,0,0,0
DNA topoisomerase 2-beta,Top2b,Q64511,DNA topoisomerase 2-beta OS=Mus musculus GN=Top2b PE=1 SV=2,21974,Top2b,ENSMUSG00000017485.10,False,False,False,7,12,27,5,11,14,,0,,519.1,511.8,487.0,350.7,522.2,450.1,475.4,597.4,477.6,572.4,587.2,530.696870235616,453.8947357367578,536.2310645773445,427.85050948384537,455.8317573485984,532.0538459279056,469.80214232039265,567.0769008230077,530.7852116328515,474.26876145900474,585.5920635004131,0.07610551245960373,-0.14942477205561744,0.09107227090364844,-0.2346757195323761,-0.14328108883239565,0.07978973141333157,-0.09972923595251793,0.17176186302243046,0.076345647829136,-0.08607768216037037,0.21811347290512195,8.975638717851211,-0.0465971903504503,0.0729243994136812,-0.31660352530922303,-0.19708193554509099,-0.7267279592208159,1.2715692166833,-5.52055690432042,-3.07368216282569,0.485056698355705,0.234018281816893,0.000314686492952464,0.0125909190041391,13.3159160333006,0.000989583146757058,0,0,-1,0
Dermatopontin,Dpt,Q9QZZ6,Dermatopontin OS=Mus musculus GN=Dpt PE=1 SV=1,56429,Dpt,ENSMUSG00000026574.5,False,False,False,34,6,18,6,6,1,,0,,345.0,299.6,323.1,233.4,286.4,304.4,278.4,413.5,323.2,362.0,418.3,352.7074171282749,265.7031317442998,355.76233463026693,284.74567697042914,250.0004123030229,359.82490713275814,275.12182671854714,392.51138013109085,359.19133249526294,299.9393634663867,417.15456430896256,0.1220254680219579,-0.28663121423502247,0.13446733060059834,-0.18677250767655096,-0.37451597247969204,0.15084860693261426,-0.23637584664493438,0.27628803617156805,0.14830609071741563,-0.11177557551518014,0.3641355841072347,8.34030263644992,0.0065525844786034106,0.109609020016711,-0.49074288561908797,-0.387686450080981,0.0716246888769099,1.33952684353003,-5.997346463438281,-4.237705207695741,0.9443981131876809,0.21181383523785396,0.000168931561145754,0.00196843111920852,18.009195545423,0.000309725868965746,0,0,-1,-1
Mitogen-activated protein kinase 1,Mapk1,P63085,Mitogen-activated protein kinase 1 OS=Mus musculus GN=Mapk1 PE=1 SV=3,26413,Mapk1,ENSMUSG00000063358.15,False,False,False,20,6,16,1,3,16,,0,,194.5,207.3,163.5,183.9,189.5,170.1,195.2,220.0,159.9,207.3,197.6,198.84519603318688,183.8459920246774,180.0282937544062,224.35616964379574,165.41577559854346,201.07167116715559,192.90151068771698,208.83314057760577,177.70635540220468,171.7608564822706,197.05890965204637,0.0628545001948364,-0.05029348273214129,-0.08056754542710376,0.23699964988025624,-0.20269437783327682,0.0789186279446712,0.019073233921441002,0.13355946937717,-0.09929592970182899,-0.14838991752411612,0.04983577190009392,7.57264739759771,0.24413528136854998,0.115731529552119,-0.0134901134675145,-0.14189386528394501,2.6691213492933197,1.41463523878514,-0.164895339759265,-1.55132000192709,0.0246989144720187,0.18936351453695002,0.8725103569278909,0.15373490367176998,3.2988430597593497,0.0691512818690237,0,0,0,0
GTPase KRas,Kras,P32883,GTPase KRas OS=Mus musculus GN=Kras PE=1 SV=1,16653,Kras,ENSMUSG00000030265.14,False,False,False,38,5,14,0,1,6,,0,,115.6,84.5,83.8,47.4,96.7,70.0,84.0,125.8,78.7,96.0,128.2,118.18254324645964,74.9396349545839,92.27138236464366,57.82752822792777,84.41005541097178,82.74554369018749,83.0108959926651,119.4145867484673,87.46397855005321,79.54193064301967,127.84894846858472,0.40290949798508446,-0.2543065975088856,0.04584772304992679,-0.6282791104702987,-0.08262067625176606,-0.11135393072326139,-0.10673483081219981,0.4178716230075601,-0.03134657251155115,-0.16831996786188874,0.516332842097281,6.481963642434581,-0.204303190873633,0.477988914424937,-0.775478167293769,-0.0931860619951985,-1.5632947752985098,4.08920193675394,-6.634226710933599,-0.713044584496199,0.150914213260704,0.0024710602494476897,7.71203857237318e-05,0.493100367775589,15.5618106942878,0.000547719013996074,0,1,-1,0
MAP7 domain-containing protein 1,Map7d1,A2AJI0,MAP7 domain-containing protein 1 OS=Mus musculus GN=Map7d1 PE=1 SV=1,245877,Map7d1; Mtap7d1,ENSMUSG00000028849.17,False,False,False,14,12,23,0,11,4,,0,,366.3,521.0,433.1,429.1,516.8,387.0,464.5,415.6,459.8,578.8,395.9,374.48326635967277,462.0538439211622,476.8822876148827,523.4977291688567,451.1180624238905,457.4646486871794,459.0304903403921,394.5047873820589,511.0030157219119,479.571556835206,394.81590248605846,-0.2675382752627762,0.03562145203169642,0.08119366996240274,0.21574374992408707,0.0010655225095757004,0.021220732020442057,0.02615045633595159,-0.1923967214232576,0.18089227624340154,0.08930656660557545,-0.19125942894710413,8.81629571889032,0.0473191748730066,-0.31150036795313,0.30957002797496,-0.0492495148511765,0.608027716578428,-4.47506949739646,4.44733789113007,-0.632831619273193,0.557540491881523,0.0013773655529982901,0.00143544605452256,0.5418970977097961,9.07464691115193,0.00389552019264803,0,-1,1,0
Cytoglobin,Cygb,Q9CX80,Cytoglobin OS=Mus musculus GN=Cygb PE=1 SV=1,114886,Cygb,ENSMUSG00000020810.5,False,False,False,47,8,19,8,8,11,,0,,736.3,455.0,492.2,360.6,464.2,439.8,419.8,908.3,509.9,523.7,948.8,752.7491919755038,403.52111129391324,541.9567350820718,439.9284109491721,405.20318223136604,519.8784302134923,414.85683497286675,862.1960981210879,566.682117695961,433.917802893223,946.2018900701497,0.46491300355664045,-0.4346120968053757,-0.009078566291629286,-0.3099874760365804,-0.42861074648448927,-0.06908195180098531,-0.3946426952865316,0.6607597828370313,0.05528342650915796,-0.32983447212141925,0.7948917919241794,9.09111244053495,-0.000524813406537206,0.647813889967102,-1.01993561548211,-0.37159691210847295,-0.00556046777650188,7.6738210903200805,-12.0818703613359,-3.9371186594873704,0.995679379188497,2.38108748849619e-05,4.787545264004729e-07,0.0031288196851070103,60.803952344801296,1.7656582509768397e-06,0,1,-1,-1
40S ribosomal protein S26,Rps26,P62855,40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=1 SV=3,27370,Rps26; Rps26-ps1,ENSMUSG00000025362.6,False,False,False,44,4,16,4,4,10; 8,,0,,307.2,290.3,284.6,227.6,390.5,349.2,300.1,410.9,338.6,392.4,353.8,314.06295229509,257.45533760136925,313.3703510856514,277.6697346978135,340.8699755737795,412.78205509447815,296.566308183319,390.04335210608275,376.3062660361883,325.1276415033429,352.8311853992612,-0.06850051820841863,-0.3552321064657509,-0.0716855985369218,-0.24618435147595719,0.049667242886753726,0.3258259666598704,-0.15119957929401373,0.2440801968819475,0.19235302546262467,-0.01854807166514938,0.09942379375501886,8.363410476848559,-0.266431598022708,-0.0571633070523436,-0.34253983655475495,-0.13327154558439097,-2.11808518702385,-0.508077597110237,-3.04455473354454,-1.05948576913919,0.0618827174961179,0.62308123261122,0.0132129443921314,0.31578450459452895,4.93231222243695,0.0254319887839623,0,0,-1,0
Rho GDP-dissociation inhibitor 2,Arhgdib,Q61599,Rho GDP-dissociation inhibitor 2 OS=Mus musculus GN=Arhgdib PE=1 SV=3,11857,Arhgdib,ENSMUSG00000030220.13,False,False,False,45,6,15,1,6,6,,0,,565.0,823.9,442.6,961.9,773.0,478.0,752.8,741.2,395.2,581.1,655.6,577.6222918187691,730.6836122968244,487.3426471908268,1173.5084262118928,674.7566994072512,565.0338554844232,743.9357440866462,703.5778354369155,439.2092035956928,481.47724892352846,653.8047629953522,-0.13450036216543282,0.20462006857786363,-0.37969030468816456,0.8881295133544764,0.08974061324385119,-0.16628946952723034,0.23055123441046277,0.15008325231578645,-0.5297184962741124,-0.39715915398574886,0.044233104738248485,9.30848297227433,0.594809542485219,0.37850475512603404,0.42116160715140094,0.204856819792216,2.69277999966465,1.915796132039,2.13170314775918,0.9274134117394259,0.0237407320613168,0.0861901766498187,0.0605070099750913,0.37685879920971704,5.79472352661382,0.0161252054960554,0,0,0,0
NAD-dependent protein deacetylase sirtuin-3,Sirt3,Q8R104,NAD-dependent protein deacetylase sirtuin-3 OS=Mus musculus GN=Sirt3 PE=1 SV=2,64384,Sirt3,,True,True,False,19,6,13,0,6,7,,0,,340.9,132.7,436.4,119.3,458.7,396.7,103.0,387.0,388.5,486.8,333.4,348.5158217363157,117.68626696418085,480.5158862044212,145.5448126074216,400.4021966599044,468.93081688424826,101.7871700862441,367.35647910697014,431.76309614606953,403.34387330231226,332.4870469534021,0.2711034681701143,-1.295174704762478,0.7344634442199443,-0.9886572631275685,0.47132920489911534,0.6992544081354524,-1.5045649578619793,0.34706003570580535,0.5801192538217972,0.48188965778908255,0.20317745301071888,8.17397687388882,-1.73940840659477,-0.397498716430185,-1.53657929421289,-0.19466960404829997,-13.668901810315402,-3.4923904841258597,-13.500257191789999,-1.52978431810529,1.58514515047828e-07,0.00634530924961825,1.77260711683968e-07,0.158925189825239,116.90366994238998,9.174690169379151e-08,-1,-1,-1,0
Protein ABHD16A,Abhd16a,Q9Z1Q2,Protein ABHD16A OS=Mus musculus GN=Abhd16a PE=1 SV=3,193742,Abhd16a,ENSMUSG00000007036.15,False,False,False,14,7,21,6,7,17,,0,,288.1,329.1,312.8,237.5,300.2,269.8,264.1,298.3,301.7,391.4,291.7,294.53625181059715,291.8654895095096,344.42110266898015,289.7476361631402,262.046521555054,318.9249669658941,260.99020990074825,283.15875379227185,335.2971070972179,324.2990797258114,290.90123454201375,-0.01925119459054514,-0.03239277278890462,0.20647713142310664,-0.04289951649770529,-0.18787344934274053,0.09552063515785747,-0.193700717546049,-0.07608527677133736,0.16774362789284325,0.11962852192157669,-0.0371669888581021,8.2215525976694,-0.0555418719003047,-0.200748284897932,-0.0454965155375575,-0.190702928535185,-0.601112656075907,-2.4290821883118703,-0.550514170413585,-2.06391934537248,0.5619470578759089,0.0369013424151985,0.594777449222997,0.06765796630334599,3.44404844860044,0.0627235321797363,0,0,0,0
Peroxisomal coenzyme A diphosphatase NUDT7,Nudt7,Q99P30,Peroxisomal coenzyme A diphosphatase NUDT7 OS=Mus musculus GN=Nudt7 PE=1 SV=2,67528,Nudt7,ENSMUSG00000031767.13,False,False,False,33,7,16,0,7,8,,0,,515.1,859.6,726.6,607.3,907.8,659.9,771.9,537.2,452.4,1166.8,488.8,526.607508877607,762.3444994906546,800.0523439874712,740.899955544737,792.4244912314392,780.0540611593532,762.8108406754545,509.9325596285901,502.778956747701,966.7658820237015,487.4615133497989,-0.36112671238325156,0.17258828615840294,0.24223958717511174,0.13142394189056716,0.2284186646183386,0.2057193072673975,0.17347054138568652,-0.40754834703523457,-0.4279305366201651,0.5153117548368229,-0.4725664872936779,9.40171099502553,-0.21270428658269197,-0.420423301511509,0.572908105382277,0.365189090453461,-1.1961738112361,-2.6433814161298503,3.60211870624925,2.05369451254446,0.260864016749709,0.0257855991949858,0.00531778680779693,0.0688045707110113,7.6099330896912,0.00697786238333203,0,0,1,0
Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,Ppp3cb,P48453,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Mus musculus GN=Ppp3cb PE=1 SV=2,19056,Ppp3cb,ENSMUSG00000021816.10,False,False,False,11,4,14,0,1,14,,0,,11.8,9.7,7.5,8.8,10.2,5.6,8.7,8.2,5.1,6.3,6.8,12.063616006126505,8.602537977035073,8.25817861258744,10.735912413623723,8.903645968892576,6.619643495214999,8.597557084954598,7.783780694256214,5.667932536280449,5.219939198448166,6.781379481953013,0.6142694746605515,0.1264413233229993,0.06750258966076039,0.4460518690830435,0.17607519605719224,-0.2515675106836812,0.12560575718471068,-0.017849969439340807,-0.4754984462332379,-0.5942880301561861,-0.21674225345681597,2.9783210326202796,0.441806066913083,0.346413539673518,0.10614056594212,0.0107480387025549,1.55262573152751,1.3610841254842299,0.417034044078896,0.0377715081407501,0.153425084333028,0.205150625812795,0.685995938130698,0.970658155215008,1.5196031227261901,0.27237099752418,0,0,0,0
Ras-related protein Ral-A,Rala,P63321,Ras-related protein Ral-A OS=Mus musculus GN=Rala PE=1 SV=1,56044,Rala,ENSMUSG00000008859.7,False,False,False,23,5,16,1,3,13,,0,,450.0,514.5,471.4,399.7,535.4,459.7,511.9,477.7,457.9,566.9,437.6,460.05315277601073,456.2892566169634,519.0540530631625,487.6300217869774,467.3541227201064,543.401806205417,505.8723530791102,453.4526875178285,508.8914330123172,469.71167168258177,436.4017148974468,-0.06587871858437033,-0.07773058707027758,0.10820551242756693,0.0181076778787137,-0.04316315226100542,0.17434008808803902,0.07109412233988444,-0.0867272425736374,0.07967863148133425,-0.03590382982415541,-0.142022501902078,8.911535462607759,0.0433572287586905,-0.21895089835234302,0.102033225402804,-0.160274901708229,0.6938851868479631,-3.91766988596609,1.82567186312839,-2.56502510199207,0.504502056498105,0.0032254077326912198,0.0997029260500058,0.0293976751823611,5.39573357725199,0.0198034164535579,0,-1,0,0
Splicing factor U2AF 35 kDa subunit,U2af1,Q9D883,Splicing factor U2AF 35 kDa subunit OS=Mus musculus GN=U2af1 PE=1 SV=4,108121,U2af1,ENSMUSG00000061613.12,False,False,False,29,6,14,1,6,17,,0,,621.1,558.3,634.7,356.2,540.9,557.2,487.8,612.7,578.4,639.0,708.3,634.9755848648451,495.13370645141043,698.8621287212331,434.56045474236015,472.15510829156807,658.6545277738925,482.05613172883375,581.6002965086321,642.8102311734533,529.4509758425996,706.360453980488,0.1597565202022242,-0.19912643562701327,0.2980632689044658,-0.3873877059958275,-0.26768372130399776,0.21257735231677444,-0.2377434534110261,0.0330834043767112,0.1774482912031914,-0.10244749536493813,0.31345997469945,9.150800790163471,-0.0896869233434856,-0.0605963377153458,-0.44351916477075004,-0.41442857914261,-0.928555379131649,-0.701423105768428,-5.13388435259406,-4.29070227947237,0.376296251359614,0.49999700503931604,0.000533423365698961,0.0018163388832416398,16.026033619524,0.000488925877646901,0,0,-1,-1
Acidic leucine-rich nuclear phosphoprotein 32 family member E,Anp32e,P97822,Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Mus musculus GN=Anp32e PE=1 SV=2,66471,Anp32e,ENSMUSG00000015749.12,False,False,False,18,3,8,0,3,3,,0,,125.9,131.0,138.8,99.8,136.1,142.6,135.5,140.7,147.6,153.1,143.7,128.71264874333278,116.17860566923656,152.83135885695157,121.75500669086902,118.8025702319882,168.56449328886765,133.90448103578714,133.5582858148597,164.03663575588124,126.85280814006573,143.3065046406835,-0.08068598312797448,-0.22849539858501622,0.1671007755974392,-0.1608587203626941,-0.19627377055600892,0.3084608575569021,-0.023635578568484306,-0.027370336966592745,0.2691782417099615,-0.10168436230201561,0.07426427560448001,7.08869600876598,0.0113158339236161,-0.259510639784796,-0.12639921767536902,-0.39722569138378205,0.139652885552139,-3.58074606724397,-1.7440652990918701,-4.90230895854833,0.8918743034955259,0.0055033629500789395,0.11360927122934598,0.000739229344875371,12.121408603557,0.0014008996938249401,0,-1,0,-1
Vesicle-associated membrane protein 2,Vamp2,B0QZN5,Vesicle-associated membrane protein 2 OS=Mus musculus GN=Vamp2 PE=1 SV=1,22318,Vamp2,ENSMUSG00000020894.16,False,False,False,25,4,12,0,1,11,,0,,20.3,18.8,18.8,24.0,25.6,18.9,22.6,18.4,16.3,22.6,17.1,20.753508891895596,16.672960202913337,20.700501055552518,29.279761128064695,22.34640556898529,22.341296796350623,22.333883921836087,17.46604448467248,18.11515692968065,18.72549617221088,17.053174873734783,0.03460805898619679,-0.281236950684181,0.030918467344827505,0.5311565625565748,0.14129557058800746,0.1409657079820974,0.14048694025348052,-0.21419430149810115,-0.16154991747134506,-0.11374327473860468,-0.2487068633189473,4.34067531611797,0.11635936945059198,-0.146209121228811,0.272899885985576,0.0103313953061734,0.5633828096019711,-0.7914649838970491,1.47727243041879,0.0500220183572935,0.5863312441972129,0.44813957080341205,0.172231857790865,0.9611493557162729,0.731705911407356,0.557644781408064,0,0,0,0
Raftlin,Rftn1,Q6A0D4,Raftlin OS=Mus musculus GN=Rftn1 PE=1 SV=4,76438,Rftn1,ENSMUSG00000039316.14,False,False,False,16,8,18,5,8,17,,0,,328.0,336.6,326.1,283.4,339.1,334.7,324.5,370.8,314.1,357.8,357.8,335.32763135673673,298.5169363989697,359.0656060753019,345.7451793205639,296.00258314230126,395.6419067586536,320.6789970192836,351.9787660280737,349.0779626756253,296.45940400075455,356.8202321533512,-0.0008236593396464542,-0.16858224167798141,0.09785244076954314,0.04331410921996337,-0.18078526103267478,0.23780021880144275,-0.06526515992131898,0.06909337042430508,0.05715425530342877,-0.17856046574799578,0.08880239320095029,8.39025121676408,0.11616176593055802,-0.0785782701962692,-0.115868465554982,-0.310608501681809,1.47865355449602,-1.11830610693745,-1.64901075460121,-3.95381700156874,0.171869785012335,0.29113905545774704,0.132033737280277,0.0030483232892553397,6.13577991686968,0.0136185794323381,0,0,0,-1
Myosin-binding protein H-like,Mybphl,Q5FW53,Myosin-binding protein H-like OS=Mus musculus GN=Mybphl PE=1 SV=1,68753,Mybphl,ENSMUSG00000068745.6,False,False,False,19,5,10,5,5,3,,0,,152.0,472.2,185.1,257.4,294.5,277.1,519.6,194.4,176.9,128.5,313.0,155.39573160434142,418.7750961604084,203.81184815865802,314.02543809849385,257.0709546900847,327.5541450935851,513.4816852117713,184.5325569467571,196.59946385647285,106.47018841279196,312.1429085075431,-0.673711823879036,0.7565169498558202,-0.28242077847324065,0.3412227311577549,0.0525079152948269,0.4020747052314384,1.050654119275169,-0.42578332796033713,-0.33439931302296877,-1.219209167083556,0.3325479896041319,7.95351489012897,1.29948189265728,-0.18406725865682502,0.97178032084133,-0.511768830472779,3.1089326219690494,-0.49234851062001506,2.59934654923123,-1.22437628485169,0.0118781319645707,0.633742815405978,0.0277570463041713,0.25054322859631306,3.86444934575468,0.047777705209207,0,0,0,0
Acyl-protein thioesterase 2,Lypla2,Q9WTL7,Acyl-protein thioesterase 2 OS=Mus musculus GN=Lypla2 PE=1 SV=1,26394,Lypla2,ENSMUSG00000028670.14,False,False,False,30,5,12,5,5,4,,0,,251.4,306.1,232.2,263.3,262.8,232.5,310.3,253.7,229.5,305.2,209.1,257.01636135086466,271.46771904849857,255.67320984570713,321.22337937580977,229.39981966911463,274.8334129709799,306.64620269671406,240.82258074790266,255.0569641326202,252.87705450260003,208.52741907005515,-0.013683334233723699,0.0652371167099215,-0.021242537922495863,0.30803336253886826,-0.1776792795449147,0.0830138741885289,0.24103154891176004,-0.10757286394642662,-0.024724043856504174,-0.0371074007745138,-0.3153064420705176,8.01939972657322,0.31216068287990006,-0.1578699775534,0.350288222803741,-0.11974243762955901,3.0125069711333596,-1.7033520290253898,3.7794656356027203,-1.15557450980568,0.01393382462267,0.121193478102194,0.00400891169567957,0.27631941766764,5.506235969452259,0.0186914658335899,0,0,1,0
Kinesin light chain 4,Klc4,Q9DBS5,Kinesin light chain 4 OS=Mus musculus GN=Klc4 PE=1 SV=1,74764,Klc4,ENSMUSG00000003546.9,False,False,False,13,7,16,3,4,17,,0,,165.2,141.8,130.5,162.8,158.5,134.7,166.1,199.8,137.0,150.9,188.1,168.89062408577104,125.75668919005912,143.69230785902147,198.61437965203888,138.35567510485032,159.2260676438322,164.14416457597227,189.65846130638926,152.2562269549846,125.02997222949655,187.5849236110826,0.10028724393413047,-0.3251668544086366,-0.1328191621618986,0.33416808192796843,-0.1874201736715584,0.01527454993699262,0.059161466514333405,0.267601740950969,-0.049300763140869286,-0.33352801591344416,0.25174188603201486,7.2996581854043,0.28319499280372495,0.262158748760963,-0.18382272562781699,-0.204858969670578,1.7898387539187,1.8524551373304998,-1.2989204215261,-1.2947422529408301,0.105603445388295,0.095493906027941,0.224859392104149,0.226238937327876,3.04578985313847,0.082347929355513,0,0,0,0
Eukaryotic translation initiation factor 4E type 3,Eif4e3,Q9DBB5,Eukaryotic translation initiation factor 4E type 3 OS=Mus musculus GN=Eif4e3 PE=1 SV=1,66892,Eif4e3,ENSMUSG00000093661.1,False,False,False,29,4,10,2,4,6,,0,,254.7,291.9,203.3,175.9,285.4,201.9,259.5,270.2,222.8,289.9,241.5,260.39008447122205,258.8743129377874,223.85169492520356,214.59624926777417,249.1275058354844,238.66178958641223,256.4443751201975,256.48506629122306,247.61085668299688,240.20005930636876,240.8386977781842,0.0945976566914446,0.08617496375667955,-0.12353361387184769,-0.18445199496375242,0.030807460680000176,-0.031109250291271984,0.07256907169976579,0.07279797238679997,0.021997716253838284,-0.02184034847616534,-0.01800963386547938,7.92993304550174,-0.0130528759376833,0.0940103810406816,-0.0583646515733571,0.0486986054050078,-0.14566383541304198,1.17294149414084,-0.728199597359772,0.5434530808709079,0.887255849100571,0.269620987711386,0.484196561231371,0.599439334251837,0.469224698003724,0.710737492883583,0,0,0,0
Isoform 2 of Poly(U)-binding-splicing factor PUF60,Puf60,Q3UEB3-2,Isoform 2 of Poly(U)-binding-splicing factor PUF60 OS=Mus musculus GN=Puf60,67959,Puf60,ENSMUSG00000002524.15,False,False,False,13,6,12,0,6,15,,0,,194.2,189.1,183.9,126.7,184.7,175.0,168.9,232.2,172.0,203.6,217.5,198.53849393133618,167.70514757292085,202.49053958064403,154.57273895524153,161.2258245543587,206.86385922546873,166.91119444239445,220.4138874641821,191.15380318436024,168.69517790540422,216.90441725364414,0.0980770703833942,-0.14541471124887462,0.12651282324230895,-0.2630557807479521,-0.202258835266373,0.15733993364389764,-0.15226096619714014,0.2488734424736343,0.04339222105021889,-0.13692294791491566,0.2257177505817891,7.53519787295479,-0.0173195944740083,0.0818077618341295,-0.377799907210925,-0.27867255090278803,-0.24627881081048,1.30058531576425,-6.00628840832844,-3.96262998795133,0.8107486257482719,0.224311631479711,0.000167021190566181,0.00300672225673947,17.2622467188123,0.000365950471874761,0,0,-1,-1
Striatin-3,Strn3,Q9ERG2,Striatin-3 OS=Mus musculus GN=Strn3 PE=1 SV=1,94186,Strn3,ENSMUSG00000020954.16,False,False,False,11,7,17,0,6,12,,0,,264.0,305.1,242.9,224.1,314.3,241.5,270.8,301.6,260.1,328.5,292.8,269.89784962859295,270.58085946323723,267.45487799966526,273.3997695333041,274.35450274734677,285.47212573114683,267.61131708111554,286.29125090093595,289.06455935030294,272.18254391908295,291.99822239938857,-0.037379293171218464,-0.03373298700121552,-0.050497258914999676,-0.018780748759605004,-0.013751521831295577,0.04355710826610526,-0.049653647804765555,0.04769080649549551,0.06159896302251333,-0.025218231162154936,0.07616681086114241,8.11364896533602,-0.0145709180251377,0.0106065039372663,-0.0628819025836691,-0.0377044806212652,-0.24592035385702699,0.200140428002527,-1.18655600102973,-0.636356556284268,0.811018010758943,0.845624446632384,0.264461130383837,0.539694831993481,0.611429579732501,0.6237052252043199,0,0,0,0
Inositol polyphosphate 1-phosphatase,Inpp1,P49442,Inositol polyphosphate 1-phosphatase OS=Mus musculus GN=Inpp1 PE=1 SV=2,16329,Inpp1,ENSMUSG00000026102.9,False,False,False,14,5,12,4,5,1,,0,,374.7,443.5,316.9,329.6,426.0,307.0,386.8,381.3,340.6,452.8,375.4,383.0709252114916,393.32222606340775,348.9355736438613,402.10871949208854,371.8581551713958,362.89831304125084,382.2454115471769,361.94580228291403,378.5289846778669,375.1727728662428,374.3720378713472,0.028439551346171044,0.0665397340426459,-0.10621129273453889,0.09841364134731201,-0.01441956708275427,-0.04960662876539601,0.025327204531171432,-0.053398294612961195,0.01123179519215789,-0.0016168471058719547,-0.004699296157934185,8.55302816890193,0.0714450670680264,0.0383093622943509,0.0733128731152863,0.0401771683416108,1.2327009799628899,0.739001674002437,1.41423225847103,0.6932099978250571,0.24756096953797002,0.477912578518392,0.189478320092659,0.504906799454788,1.6091275214814198,0.252053106065797,0,0,0,0
Charged multivesicular body protein 2b,Chmp2b,Q8BJF9,Charged multivesicular body protein 2b OS=Mus musculus GN=Chmp2b PE=1 SV=1,68942,Chmp2b,ENSMUSG00000004843.6,False,False,False,32,8,18,8,8,16,,0,,687.7,660.7,607.0,508.6,647.3,555.0,584.1,677.1,609.6,766.6,735.8,703.0634514756947,585.9481279821725,668.3619223787435,620.486937905571,565.0323564376632,656.0539535436294,577.2221946347105,642.7314522049858,677.4846419836396,635.1754586556133,733.7851504148568,0.13486852056769827,-0.12801342447298403,0.061843165321793236,-0.04538553785027766,-0.18045289236481565,0.035028088397414336,-0.14965960420869706,0.0054296948694378955,0.08140186430245855,-0.011631205841714731,0.19657133127968862,9.32264256760641,-0.0116441397407172,0.0528654762317196,-0.21997603774959304,-0.15546642177715603,-0.153161983448167,0.777446886116804,-3.23499754015496,-2.04493814478319,0.881500994069038,0.45597283741204003,0.009651212639444141,0.0698012340643362,4.8856883166083,0.0260991927348944,0,0,-1,0
