Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,S3KO_126_Proteins,S3KO_127C_Proteins,S3KO_129N_Proteins,S3FL_127N_Proteins,S3FL_130N_Proteins,DFC_128N_Proteins,DFC_129C_Proteins,DKO_128C_Proteins,DKO_130C_Proteins,DKO_131_Proteins,S3KO_126_Proteins_norm,S3KO_127C_Proteins_norm,S3KO_129N_Proteins_norm,S3FL_127N_Proteins_norm,S3FL_130N_Proteins_norm,DFC_128N_Proteins_norm,DFC_129C_Proteins_norm,DKO_128C_Proteins_norm,DKO_130C_Proteins_norm,DKO_131_Proteins_norm,S3KO_126_Proteins_norm_log2,S3KO_127C_Proteins_norm_log2,S3KO_129N_Proteins_norm_log2,S3FL_127N_Proteins_norm_log2,S3FL_130N_Proteins_norm_log2,DFC_128N_Proteins_norm_log2,DFC_129C_Proteins_norm_log2,DKO_128C_Proteins_norm_log2,DKO_130C_Proteins_norm_log2,DKO_131_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,Gnas,P63094,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Mus musculus GN=Gnas PE=1 SV=1,14683,Gnas,ENSMUSG00000027523.19,False,False,False,47,15,53,0,1,2,Phospho [S352],0,,7.0,0.4,0.4,5.6,9.4,9.1,1.6,11.1,8.1,6.7,6.563517649740842,0.3787006058929324,0.4354952429082003,5.3767936760851835,9.285348625305785,8.21404898791117,1.9262802352318678,12.199291466136046,8.081042679941351,6.355583828126588,0.8113459569514072,-3.303993628178323,-3.102394397842704,0.5236228493616939,1.3118328155132857,1.134970288736549,-0.9573056610086337,1.7056021907767804,1.111418190173767,0.7649013955161812,1.9031232627203998,1.10514161162495,-2.7827418554607,3.05898794851212,-0.8288955185735319,0.9317965381580401,-2.3462597012279702,2.8836060863808197,-0.6379877348648001,0.378258858386201,0.046438100216677006,0.0200388011044544,0.5410155719480391,3.2408551436971003,0.0804681214924212,0,0,0,0
Transmembrane protein 143,Tmem143,G3X9F4,Transmembrane protein 143 OS=Mus musculus GN=Tmem143 PE=1 SV=1,70209,Tmem143,ENSMUSG00000002781.19,True,False,False,44,16,51,0,16,7,,0,,912.8,841.3,754.0,843.6,844.2,793.4,636.5,753.1,825.0,884.0,855.8827015262058,796.50204934431,820.9085328819575,809.9755616331181,833.9033307960791,716.1567546163432,766.2983560781773,827.6834597429781,823.0691618458784,838.5576274722243,0.0831875377345952,-0.020547477796956315,0.022995931752795684,0.003652828537253683,0.0456545992328099,-0.1739501478773935,-0.07631934078044011,0.034853575671505155,0.0267881127491556,0.0536843807766747,9.65808174128092,0.163576767394698,0.00389161667844817,0.0098966925023003,-0.149788458213949,2.93362894353396,0.0697932812028726,0.19843973732476897,-2.4522869550316,0.0185471992785297,0.9460429563954019,0.8475693469387869,0.0393087969739186,3.5211207230630803,0.0676062180965928,0,0,0,0
Myosin light polypeptide 6,Myl6,A0A1W2P7Q9,Myosin light polypeptide 6 OS=Mus musculus GN=Myl6 PE=1 SV=1,17904,Myl6,ENSMUSG00000090841.2,False,False,False,64,11,177,0,9,10,,0,,1202.0,1322.8,938.7,1220.9,1230.4,1905.6,932.7,1314.7,1227.5,1230.6,1127.049744998356,1252.3629036879274,1021.9984612948191,1172.2370355593575,1215.3928668698127,1720.0760166333546,1122.900984625477,1444.901665813429,1224.6271468676555,1167.3405162526235,-0.13100144000722658,0.021100046400578165,-0.27215960949284046,-0.07428831011415582,-0.022129903814738228,0.4789196907897537,-0.13632191455862674,0.22741867838371732,-0.011210064233653227,-0.08032717335279749,10.2693369183326,-0.12600507451647197,-0.0791445607353811,0.17264748129892002,0.219507995080011,-0.7133273103745971,-0.44804526211972495,1.0927380595799798,1.1343851593806002,0.495589391511864,0.665809703464498,0.305801141697605,0.28894307087331395,1.05176642758287,0.420542336696916,0,0,0,0
Ubiquitin carboxyl-terminal hydrolase 14,Usp14,Q9JMA1,Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus GN=Usp14 PE=1 SV=3,59025,Usp14,ENSMUSG00000047879.16,False,False,False,44,19,55,0,19,18,Phospho [S393],0,,1447.8,1471.6,1240.3,1435.5,1381.6,1476.9,1143.1,1300.6,1357.9,1483.4,1357.5229790421129,1393.2395290800982,1350.3618744476018,1378.2834503607646,1364.7486873109012,1333.1130714556054,1376.2068355584672,1429.4052685456343,1354.7219574188102,1407.145231439251,-0.01761872397617914,0.01984796787512444,-0.0252492656935015,0.004277272479106031,-0.009960033554953895,-0.043796191425649056,0.002101971691137905,0.056819667947404895,-0.02059855915822162,0.03417589381572661,10.424379627639901,0.0443127774022276,-0.0048319600602599894,0.0311390081331577,-0.0180057293293299,0.8866069928882689,-0.0966775235029156,0.6965655030959069,-0.32886849845167404,0.40073382325898704,0.9253212791689479,0.5054824941986861,0.750559544600621,0.301784090892942,0.8234526948784459,0,0,0,0
Coatomer subunit alpha,Copa,F8WHL2,Coatomer subunit alpha OS=Mus musculus GN=Copa PE=1 SV=1,12847,Copa,ENSMUSG00000026553.17,False,False,False,22,24,61,0,24,1,,0,,768.0,766.8,694.4,763.6,734.1,852.4,647.4,678.0,752.9,769.4,720.1116507144238,725.9690614967514,756.0197416886357,733.1642234033297,725.146215514572,769.4126766258771,779.4211401806945,745.1459111747963,751.1379053984992,729.8486861732233,-0.04571136213861138,-0.034023904263742466,0.024491936848205498,-0.01979558304554274,-0.03566004711737669,0.04982562856698536,0.06847109144696972,0.0035909846968102954,0.015145833404842435,-0.026334578398547137,9.537788160473971,-0.06168094677260599,0.00931337189674863,0.0158818564190817,0.0868761750884364,-1.2723103675115,0.19210956122979198,0.36626743469958095,1.6358824891902302,0.23841405797809,0.852364131344031,0.723505844332442,0.13986487246736598,1.1312267477021498,0.392031792234753,0,0,0,0
"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",Ndufb8,Q9D6J5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Mus musculus GN=Ndufb8 PE=1 SV=1",67264,Ndufb8,ENSMUSG00000025204.10,True,True,True,49,8,129,3,8,19,,0,,1145.4,1183.4,1012.3,1099.8,1066.9,1101.6,910.5,1006.6,1072.9,1184.0,1073.9790165733086,1120.3857425342405,1102.1295859899278,1055.9638723140151,1053.8870689722066,994.3512489102137,1096.1738463616346,1106.288899983112,1070.3889742356885,1123.1360078361015,-0.006757797286995881,0.054271926153159455,0.030570259337713068,-0.03116312685340006,-0.034003322614330145,-0.11789613274571309,0.02275301543703634,0.03600458150504515,-0.011588443088694333,0.05780904015619015,10.0755078881389,0.0749799515118585,0.0586113541351576,0.0013802634562249901,-0.0149883339204759,1.28568429225866,1.0050112842185999,0.0264609955060396,-0.234612917285317,0.23393239304650304,0.34383812641508105,0.9795270936389839,0.8203051194771421,0.893128839095511,0.48471750043524897,0,0,0,0
Myosin light chain kinase 3,Mylk3,Q3UIZ8,Myosin light chain kinase 3 OS=Mus musculus GN=Mylk3 PE=1 SV=1,213435,Mylk3,ENSMUSG00000031698.14,False,False,False,35,17,48,3,16,8,Phospho [S155; S432],0,,417.3,350.7,872.7,374.6,362.4,384.1,671.6,286.0,979.3,405.9,391.27941646240765,332.02575621662845,950.141746214966,359.6690912609839,357.97982359689536,346.70507870952537,808.5561287385765,314.3240864247666,977.0080366008106,385.03454863232565,-0.2646861472411093,-0.5015902054364556,1.015257391467813,-0.386215180963811,-0.3930070886290622,-0.43917639544202736,0.7824625614174501,-0.5806325364185199,1.0554850640005533,-0.2878974627548434,8.87674155523134,-0.10932472804531401,0.472604814393186,-0.0206753246543538,0.561254217784146,-0.179570921021237,0.7762752610230991,-0.0379686319014498,0.841562934221417,0.8618805665928321,0.459553111037187,0.970627695467899,0.424072889502813,0.29589927465078597,0.8275105959143041,0,0,0,0
Eukaryotic translation initiation factor 5A-1,Eif5a,P63242,Eukaryotic translation initiation factor 5A-1 OS=Mus musculus GN=Eif5a PE=1 SV=2,276770,Eif5a,ENSMUSG00000078812.10,False,False,False,56,11,57,0,11,11,,0,,1754.7,1684.3,1406.6,1610.8,1622.6,1477.2,1368.2,1432.9,1545.5,1662.0,1645.2863457143224,1594.613576263665,1531.4190216866862,1546.5962952567882,1602.8092212150177,1333.3838642793826,1647.210386152651,1574.8076343987696,1541.8828965246123,1576.5642272158789,0.079550315519608,0.034418480117180295,-0.02391929482344146,-0.00969171469880159,0.04181433795107914,-0.22369620320517924,0.0812364547269464,0.016387234559044117,-0.014095177913917567,0.017995567767469467,10.604572661669,0.0779924157099874,0.0139551886449798,-0.0232539588002485,-0.0872911858652561,0.90352699108179,0.161668150570732,-0.301190079922886,-0.9231420395206079,0.392208450631486,0.8755093998406049,0.770822637738245,0.38249031024082,0.5034090114247639,0.690338701949369,0,0,0,0
"Adenylate kinase 4, mitochondrial",Ak4,Q9WUR9,"Adenylate kinase 4, mitochondrial OS=Mus musculus GN=Ak4 PE=1 SV=1",11639,Ak4,ENSMUSG00000028527.18,True,True,False,62,12,43,1,12,4,,0,,1061.3,1090.9,1002.6,1108.3,1110.0,1100.4,730.1,927.5,976.2,1099.1,995.1230402385651,1032.8112274215,1091.568826349404,1064.1250770009303,1096.4613802222789,993.2680776151047,878.9857498392416,1019.3552103460526,973.9152918714504,1042.6003261931241,-0.03128590488227978,0.02234386283309142,0.10217037282651376,0.06543500865606333,0.10862227184735396,-0.03397767525906126,-0.21032104454438993,0.0034241427090773158,-0.06236452443029883,0.03595349024394601,9.990017010833519,0.114487062742636,-0.0559525299925987,-0.0387384074181991,-0.209178000153434,1.6092576842365198,-0.786482216296139,-0.6087878090539879,-2.6840744736646,0.145589707483089,0.453878008348324,0.559273036459103,0.0273333115632247,2.6377860373176296,0.12008046817442,0,0,0,0
Valine--tRNA ligase,Vars,Q9Z1Q9,Valine--tRNA ligase OS=Mus musculus GN=Vars PE=1 SV=1,22321,Vars,ENSMUSG00000007029.16,False,False,False,18,20,52,1,20,17,,0,,711.0,717.2,644.1,692.5,707.3,707.4,597.6,619.7,662.5,733.0,666.6658641379627,679.0101863660278,701.2562148929295,664.8981465516054,698.673093901998,638.529478466853,719.4656678591026,681.0721550959016,660.9494784519933,695.319842689073,-0.029015457174887516,-0.0025460969980546366,0.043962337049118005,-0.032845958560104194,0.03863826811278592,-0.09122608944933397,0.08094653009249697,0.0018283357101775977,-0.041439315173677826,0.03169744639147609,9.4098355044085,0.00250193532108156,0.00123743951572308,-0.0067714386494017705,-0.00803593445476025,0.0382790739123388,0.018932559241354,-0.115830064594505,-0.112235722534056,0.970387670538905,0.985350917724058,0.910594819013223,0.913355913206566,0.00921668225358845,0.998683346633909,0,0,0,0
Histidine triad nucleotide-binding protein 1,Hint1,P70349,Histidine triad nucleotide-binding protein 1 OS=Mus musculus GN=Hint1 PE=1 SV=3,15254,Hint1,ENSMUSG00000020267.6,True,False,False,85,10,51,6,10,11,Phospho [S45],0,,1072.0,1108.5,981.2,1093.8,1065.1,1202.8,912.9,942.1,1033.7,1057.6,1005.1558457888832,1049.4740540807888,1068.2698308538154,1050.203021946781,1052.109023490765,1085.6986947977534,1099.0632667144826,1035.4011252474568,1031.2807183031327,1003.2336502427878,-0.059630497389443704,0.0026167988353282823,0.028226397973879713,0.0036185513233615296,0.006234509058851145,0.051574078370837384,0.06922473548609887,-0.016859909602931822,-0.02261260788105801,-0.062392056174918054,10.032833985461401,-0.0943542648147666,-0.0145222970511742,-0.0243590910262288,0.0554728767373636,-1.88848724495705,-0.290661718391428,-0.545090490677303,1.0135439511617,0.0950277559996991,0.778580644673032,0.600308654356135,0.339986033522306,1.2329133620648898,0.3587198504768971,0,0,0,0
UDP-glucose:glycoprotein glucosyltransferase 1,Uggt1,Q6P5E4,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4,320011,Uggt1,ENSMUSG00000037470.14,False,False,False,15,15,34,8,15,1,,0,,305.5,333.9,341.9,309.8,320.7,362.8,332.1,310.5,307.7,351.7,286.450663142261,316.1203307691253,372.23955887578416,297.45190729485535,316.7884366101665,327.47878822133765,399.8235413253145,341.2504504716435,306.97985587875974,333.62072124658516,-0.19662499288350155,-0.054437847711241716,0.18131971199465546,-0.1422552415023759,-0.05139199531874006,-0.003510208529659664,0.28445174889803937,0.05591927993848422,-0.09676768197334695,0.023297227087679673,8.35876786031643,-0.146321161833249,0.0735759088771974,0.017397317884301003,0.237294388594748,-1.17937122464034,0.593033220002825,0.156776401502944,1.7459838880531,0.271580822782054,0.569270409821654,0.8792412306971858,0.118322314445882,1.08164490175013,0.409553755110436,0,0,0,0
Paraplegin,Spg7,D3Z1Z1,Paraplegin OS=Mus musculus GN=Spg7 PE=1 SV=2,234847,Spg7,ENSMUSG00000000738.18,True,False,False,27,20,49,0,20,8,,0,,1239.2,1170.7,1007.1,1156.9,1111.9,851.6,848.7,980.0,1106.0,1253.0,1161.930153079836,1108.36199829714,1096.4681478321213,1110.7879649755268,1098.338206008245,768.6905624291377,1021.7712722758039,1077.0545618750743,1103.4115066685351,1188.589035319793,0.12306518665227806,0.05497099181065579,0.03940574243227246,0.05812529102290043,0.04186420470619012,-0.47298329915358295,-0.06238588103495424,0.013633176172877626,0.048512770267480576,0.15579181712390167,10.059242444864099,0.34033051128235997,0.0224858924338598,0.00016528088968748,-0.317679337958813,3.09239727163966,0.20431700981155898,0.0016790825325549699,-2.63507354700087,0.0145315856219781,0.8431236307565029,0.9987007221327511,0.0295099885258856,4.12592598139471,0.0474873699026522,0,0,0,0
Lactoylglutathione lyase,Glo1,Q9CPU0,Lactoylglutathione lyase OS=Mus musculus GN=Glo1 PE=1 SV=3,109801,Glo1,ENSMUSG00000024026.12,False,False,False,72,15,45,15,15,17,,0,,1682.9,1607.1,1314.0,1626.3,1530.6,1431.3,1104.6,1272.4,1520.0,1611.3,1577.9634075355518,1521.524359326329,1430.6018729534378,1561.4784920388097,1511.9313410524503,1291.952562241457,1329.8557173982006,1398.4124740100456,1516.4425769766488,1528.4704809343837,0.10837364153041662,0.05582732274640456,-0.033067873149080995,0.09322258909493364,0.0467025176432081,-0.18013701027275353,-0.13842037945364005,-0.06590014954988099,0.05100075999138376,0.06239858141903021,10.5154743932365,0.175111758816712,-0.0262515229931566,-0.0278779664224018,-0.22924124823227,2.69701893398468,-0.404318105402529,-0.480048130196327,-3.2230780818171603,0.0267862029221293,0.6963977798379339,0.643832086794788,0.0119105400726417,4.4156390244952695,0.0404945201155419,0,0,0,0
NADH-ubiquinone oxidoreductase chain 1,Mtnd1,P03888,NADH-ubiquinone oxidoreductase chain 1 OS=Mus musculus GN=Mtnd1 PE=1 SV=3,17716,ND1,ENSMUSG00000064341.1,True,False,False,13,5,42,5,5,MT,,0,,1185.1,916.8,816.5,936.0,901.7,803.9,704.2,843.2,893.5,1050.0,1111.2035381011244,867.981788706601,888.9546645863638,898.6926572885236,890.7020058976836,725.6345034485483,847.8040885314258,926.7065373194519,891.4088437688392,996.0243312735697,0.30465606701669223,-0.05173035236441237,-0.017285280336642117,-0.0015673111681380192,-0.01445228283049893,-0.3101520691806634,-0.08566420208849657,0.04271742312089444,-0.013307851724999153,0.1467858595562621,9.81325131566339,0.256639945951969,0.0865566084378688,-0.0198150011211595,-0.18989833863526,2.18537323648152,0.7370578840292091,-0.18864724741750602,-1.47615481404978,0.0597946767990242,0.48179585280098797,0.8549894291889409,0.17751938136543602,2.16164088202177,0.169329816973329,0,0,0,0
Thioredoxin-like protein 1,Txnl1,Q8CDN6,Thioredoxin-like protein 1 OS=Mus musculus GN=Txnl1 PE=1 SV=3,53382,Txnl1,ENSMUSG00000024583.2,False,False,False,56,11,27,11,11,18,,0,,372.0,304.3,288.4,311.2,308.6,274.3,259.5,273.2,309.5,306.6,348.804080814799,288.0964859330483,313.9920701368124,298.79610571387667,304.83601976269847,247.59490520703673,312.4185756516685,300.25643500435746,308.77564314096895,290.83910473188234,0.21528401111380013,-0.060580844551761714,0.06359521651008393,-0.00797156259775278,0.020900475518349282,-0.2791512795019031,0.056347327348575504,-0.0009377421712688516,0.039426046502734735,-0.04691164817084825,8.230989097608429,0.108594194796874,0.066301671230411,-0.075573908970501,-0.11786643253696401,0.9899182697356992,0.6043899104161229,-0.7702285681664641,-0.9808266240362579,0.350733094175765,0.562053557689888,0.46293736845615996,0.354936627154087,0.9420607334292109,0.463831566863726,0,0,0,0
Poly(rC)-binding protein 2,Pcbp2,Q61990,Poly(rC)-binding protein 2 OS=Mus musculus GN=Pcbp2 PE=1 SV=1,18521,Pcbp2,ENSMUSG00000056851.13,False,False,False,50,14,66,0,1,15,Phospho [T175; S183; S184; S185],0,,10.2,15.5,14.8,16.7,17.4,17.8,15.9,12.7,12.5,14.9,9.56398286105094,14.67464847835113,16.113323987603412,16.034366855468317,17.187772987268154,16.06704087745262,19.142409837616686,13.957747893687188,12.470744876452704,14.134059558072561,-0.6202645468993868,-0.0026220517814081745,0.13230613890892284,0.12521939090081924,0.22543463080705406,0.12815625062692826,0.380824465398399,-0.07488181767848268,-0.23740035692609363,-0.056772103356752535,3.87787609159772,-0.37750845066643895,-0.338853830777893,0.0405087272701792,0.0791633471587252,-1.8706996388463402,-1.6791511229453302,0.22443004132709102,0.35810543309373705,0.0976782219961033,0.130999920575418,0.82795571059966,0.729376615125754,2.15977618671926,0.16956672670943,0,0,0,0
NLR family member X1,Nlrx1,Q3TL44,NLR family member X1 OS=Mus musculus GN=Nlrx1 PE=1 SV=1,270151,Nlrx1,ENSMUSG00000032109.15,True,True,False,24,17,38,14,17,9,,0,,632.4,668.4,593.7,625.1,612.2,641.3,477.3,556.1,590.9,661.4,592.9669373851583,632.80871244709,646.3838142864963,600.1845940930087,604.7330242991704,578.8647929612564,574.6334726726066,611.1735121007438,589.5170517996722,627.4004692422276,-0.030067081913452753,0.06375071560460022,0.0943723256477007,-0.01261245979534742,-0.001720380915624986,-0.06479233390261818,-0.07537671423469305,0.013563271953108469,-0.03848520341493433,0.05136786097125956,9.241874936998661,0.0788998339051368,0.049851740135102005,-0.0338700099431346,-0.0629181037131694,1.38920214292433,0.8777476554317759,-0.666744875180946,-1.01128684416452,0.20160525091906198,0.405250363614076,0.523386862140085,0.34100178998026,1.34559350129789,0.32557455122612605,0,0,0,0
Protein phosphatase 1 regulatory subunit 12A,Ppp1r12a,Q9DBR7,Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a PE=1 SV=2,17931,Ppp1r12a,ENSMUSG00000019907.10,False,False,False,20,18,109,0,15,10,Phospho [S299; T443; S445; Y446; S693; T694; T858; S870],0,,457.2,442.9,392.7,408.8,415.6,392.2,342.9,411.0,424.3,436.6,428.6914670659304,419.3162458749494,427.5474547251256,392.5059383542185,410.53094560394516,354.0164849515122,412.8259329131296,451.70349482719956,423.3069640863106,414.1564028895624,0.05485224341942185,0.022951268905496036,0.050997100022195596,-0.07237297655978558,-0.007596482061636323,-0.22127091607149474,0.0004461431255027293,0.1302886181942231,0.03661676577838158,0.005088235247702855,8.688943647521889,0.167743592879768,0.0829182667597532,0.0143976689577308,-0.0704276571622842,2.24185078121693,1.10818170709951,0.215133454862067,-0.8592378107288009,0.0547202417025653,0.299460874075456,0.8349574963777959,0.414803498983947,2.13197695172492,0.173146846245532,0,0,0,0
Nucleoside diphosphate kinase A,Nme1,P15532,Nucleoside diphosphate kinase A OS=Mus musculus GN=Nme1 PE=1 SV=1,18102,Nme1,ENSMUSG00000037601.11,False,False,False,67,10,107,1,2,11,Phospho [T94],0,,45.6,43.7,40.6,50.4,43.7,47.6,31.5,38.2,58.0,54.5,42.75662926116892,41.37304119380287,44.20276715518233,48.391143084766654,43.16699307721945,42.96579470599689,37.923642131127394,41.98314720778352,57.864256226740544,51.69840576610433,-0.07110548809779971,-0.11856260094670645,-0.02311692292651024,0.10748940853502376,-0.057325008932735066,-0.06406503042318601,-0.2441560848903377,-0.09744328980655848,0.3654188350350944,0.20286618245371457,5.48918170498938,0.31105780021751395,-0.0960105371248154,0.227875579884422,-0.17919275745790697,2.4035732575531497,-0.7418825675329509,1.96865248929645,-1.2639971551807299,0.0424366265377391,0.47902217545541204,0.0839118639803673,0.24123609776846497,2.2846298021893303,0.154555758589653,0,0,0,0
"Cytochrome b-c1 complex subunit 6, mitochondrial",Uqcrh,P99028,"Cytochrome b-c1 complex subunit 6, mitochondrial OS=Mus musculus GN=Uqcrh PE=1 SV=2",66576,Uqcrh,ENSMUSG00000063882.12,True,False,True,82,10,127,8,10,4,Acetyl [K40(100); K83(100)],0,,1666.5,1768.7,1612.4,1764.4,1640.1,1827.6,1355.1,1604.2,1729.3,1770.0,1562.5860233275876,1674.5194041070738,1755.4813241629554,1694.074064657982,1620.0957745068104,1649.669882451259,1631.4389667266898,1763.0723756734637,1725.2527291879728,1679.0124441468745,-0.09976039676254089,5.108207392368058e-05,0.0681706362417831,0.0168009386297161,-0.047616909010203656,-0.02151865802029107,-0.03755099561655406,0.07439568795059337,0.04311170336402448,0.0039169111495382936,10.709480296487,0.0700095943064749,0.00489509237463714,0.0509876603036616,-0.0141268416281761,1.12420546996649,0.0786047923584291,0.9153943410935681,-0.207082112410881,0.292993410778565,0.9392456462048959,0.38630766771138,0.841034089607518,0.5347353548545829,0.6711229625578791,0,0,0,0
Unconventional myosin-XVIIIa (Fragment),Myo18a,E9PUR2,Unconventional myosin-XVIIIa (Fragment) OS=Mus musculus GN=Myo18a PE=4 SV=2,,,ENSMUSG00000000631.20,False,False,False,55,12,87,9,12,11,Phospho [S41; S46; T51; S52; S124; T139; S140; S208; S210; S234],0,,218.7,215.0,213.4,238.8,223.6,220.4,217.2,210.7,226.1,219.2,205.06304428547458,203.55157566745117,232.33671209152484,229.28184461591823,220.87276091684825,198.94246120171672,261.492541932726,231.56673080314098,225.5708333252765,207.93193658587282,-0.10775824182454752,-0.11843137058058151,0.07239137610263935,0.053296361689813665,-0.0006102502002427457,-0.1514745297700708,0.24294403991664648,0.06760223636489915,0.029754777161589807,-0.08771439886014587,7.787681949599481,-0.0425205501845021,-0.0776091345122794,0.0544802836562779,0.0193916993285006,-0.36263362443993,-0.661884232817188,0.519473696435915,0.150971316096197,0.7261172048374259,0.526341698578305,0.617261345841956,0.8836739812219191,0.27248789316399,0.843684805095309,0,0,0,0
Coagulation factor XIII A chain,F13a1,Q8BH61,Coagulation factor XIII A chain OS=Mus musculus GN=F13a1 PE=1 SV=3,74145,F13a1,ENSMUSG00000039109.15,False,False,False,27,17,50,17,17,13,,0,,774.2,745.1,696.1,770.7,666.5,836.5,657.0,657.9,719.1,826.0,725.9250520613372,705.4245536270598,757.8705964709956,739.9812296712236,658.37072965599,755.0606569656807,790.9788215920856,723.0553023036852,717.4170112525711,783.5391406018748,-0.01756016597380672,-0.05888897886844191,0.04457076350142053,0.010107904653503752,-0.15848057446057595,0.03921177519100816,0.10625829592849811,-0.023274776451135182,-0.034568816613127495,0.0926245730926567,9.52123696099295,-0.0611413755502852,0.06356020778993,0.0222197871230723,0.146921370463287,-0.8485235366175351,0.882092229961372,0.344765331900877,1.8613285376017499,0.42040533136521396,0.403030954494951,0.7390126332364779,0.0991026947651035,1.1946568291859299,0.370854081684331,0,0,0,0
"Sulfite oxidase, mitochondrial",Suox,Q8R086,"Sulfite oxidase, mitochondrial OS=Mus musculus GN=Suox PE=1 SV=2",211389,Suox,ENSMUSG00000049858.8,True,False,True,44,17,52,17,17,10,,0,,1259.6,1251.4,1120.8,1245.2,1132.7,1296.5,981.6,1137.3,1162.5,1305.0,1181.0581188019378,1184.764845536039,1220.257670628777,1195.5684795466557,1118.8845093493471,1170.2763200908607,1181.7729243147508,1249.932809408696,1159.7792735101013,1237.9159545828652,-0.010224105206249945,-0.005703326827084965,0.036881755240012026,0.007392701425168013,-0.0882429356048533,-0.023454853069591053,-0.00935121469382949,0.07154647897037414,-0.03645380428883982,0.05760930405491749,10.2160883500685,0.0473036934605311,0.0474098914920749,0.0239158851765904,0.0240220832081341,0.828536233010409,0.830396318567614,0.46833640717056396,0.384093093209693,0.43099648424939097,0.43000309653423396,0.651833471045573,0.7107519691430358,0.580965033291802,0.643614831712538,0,0,0,0
Clusterin,Clu,Q06890,Clusterin OS=Mus musculus GN=Clu PE=1 SV=1,12759,Clu,ENSMUSG00000022037.14,False,False,False,35,16,52,9,16,14,,0,,1169.2,1212.5,1053.6,1084.7,1075.8,1402.3,1116.0,1131.9,1318.0,1378.8,1096.2949765824276,1147.9362116129514,1147.0944698201995,1041.4657322231428,1062.6785160748898,1265.775922609652,1343.5804640742276,1243.998018965711,1314.9153397731732,1307.922236152379,-0.12129586103221968,-0.05488941617382004,-0.055947682430902645,-0.19531652233393082,-0.16622667741953379,0.08609013749318173,0.17215083086320426,0.06105229511322818,0.14103802233984375,0.13334487358096503,10.2197161775651,-0.0173087538335075,0.10339394666441999,0.189189383556995,0.309892084054923,-0.31322404011789395,1.8710457153345001,3.82772786949239,5.1192830793915896,0.76198865258102,0.0976259902233927,0.00487613645533245,0.0008612500896866469,14.0239880252404,0.00140748224355561,0,0,0,0
Integrin-linked protein kinase,Ilk,O55222,Integrin-linked protein kinase OS=Mus musculus GN=Ilk PE=1 SV=2,16202,Ilk,ENSMUSG00000030890.16,False,False,False,42,20,58,10,20,7,,0,,1749.8,1758.1,1467.7,1713.7,1694.6,1858.0,1328.6,1523.7,1650.2,1701.2,1640.6918833595037,1664.4838380509111,1597.9409200409139,1645.3948790548536,1673.931040472679,1677.1102219273578,1599.534950330662,1674.6000366622968,1646.3378556097803,1613.7491355834254,-0.002134724754519368,0.018635806570458158,-0.040224986440980715,0.0019948029725949112,0.02680104004917183,0.029538452295497564,-0.038786539442289936,0.02737750625225921,0.002821375326027109,-0.026022732828197448,10.6822233402328,0.00601609315675944,-0.0223058897192256,0.00930001779170908,-0.019021965084276,0.119480890307286,-0.44299971647792397,0.20650124932392602,-0.34486463012879803,0.907791654439351,0.669306902824191,0.8414729277037479,0.7389407230536992,0.071302198176543,0.9737152719651491,0,0,0,0
Serine/threonine-protein kinase PAK 2,Pak2,Q8CIN4,Serine/threonine-protein kinase PAK 2 OS=Mus musculus GN=Pak2 PE=1 SV=1,224105,Pak2,ENSMUSG00000022781.8,False,False,False,31,12,64,8,12,16,Phospho [S141; S152; T154; S197],0,,292.3,269.8,245.2,269.6,279.7,366.5,229.5,252.2,289.2,285.3,274.0737441456069,255.43355867478292,266.95858390272673,258.8542098343867,276.28851175510937,330.8185663812576,276.300821241071,277.17669439274874,288.52315346160975,270.6340397260471,-0.014491865159021344,-0.11610791420156907,-0.052440053123437025,-0.0969162104855652,-0.0028804166596732017,0.25698421258751303,-0.0028161416789771465,0.0017499657833806026,0.059631105268746154,-0.032712682331386134,8.11291218169191,-0.117527905880685,-0.011114963922056001,0.070569407068259,0.176982349026888,-1.42200990207984,-0.134483709549541,0.954625646255399,1.9547938079461002,0.19220059733720002,0.8962870724343499,0.36726237057409294,0.0857399507676877,1.98128837919816,0.194230642623269,0,0,0,0
